route,performance_proxy,technical_seo,aeo,geo,html_gzip_kb,js_gzip_kb,css_gzip_kb,dom_nodes,estimated_requests,title,notes
"/products/puff-dough-square/","92","100","100","88","18.9","169.5","68.7","931","47","Puff Dough Square Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/puff-paratha/","92","100","100","88","18.9","169.5","68.7","932","47","Puff Paratha Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/pure-hazelnut-paste/","92","100","100","94","18.7","169.5","68.7","931","47","Pure Hazelnut Paste Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/pure-pistachio-paste/","92","100","100","94","18.7","169.5","68.7","931","47","Pure Pistachio Paste Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/pure-sicily-pistachio/","92","100","100","94","18.9","169.5","68.7","935","47","Pure Sicily Pistachio Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quark/","92","100","100","94","18.8","169.5","68.7","935","47","Quark Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quell-altra-crunchy/","92","100","100","94","18.9","169.5","68.7","935","47","Quell Altra Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-amarena-crunchy/","92","100","100","88","18.8","169.5","68.7","932","47","Quella Amarena Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-arancia-e-mandorle/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Arancia E Mandorle Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-coffee-and-crystals/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Coffee &amp; Crystals Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-coffee/","92","100","100","94","18.9","169.5","68.7","934","47","Quella Coffee Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-crunchy/","92","100","100","94","18.9","169.5","68.7","934","47","Quella Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-dark-chocolate-flavour/","92","100","100","94","19","169.5","68.7","935","47","Quella Dark Chocolate Flavour Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-dark/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Dark Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-lamponi-e-nocciole/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Lamponi E Nocciole Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-mango-and-passion-crunchy/","92","100","100","88","18.9","169.5","68.7","932","47","Quella Mango &amp; Passion Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-milky/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Milky Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-pistacchio-crunchy/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Pistacchio Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-ruby/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Ruby Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-vaniglia/","92","100","100","94","18.9","169.5","68.7","934","47","Quella Vaniglia Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella-yogo/","92","100","100","94","18.9","169.5","68.7","935","47","Quella Yogo Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quella/","92","100","100","94","18.8","169.5","68.7","935","47","Quella Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quellatra/","92","100","100","94","18.9","169.5","68.7","935","47","Quellatra Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quello-crunchy/","92","100","100","94","18.9","169.5","68.7","934","47","Quello Crunchy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/quello/","92","100","100","94","18.8","169.5","68.7","935","47","Quello Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/raspberry-crispy/","92","100","100","88","18.8","169.5","68.7","931","47","Raspberry Crispy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/raspberry-filling/","92","100","100","94","18.8","169.5","68.7","931","47","Raspberry Filling Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/raspberry-frozen/","92","100","100","88","18.8","169.5","68.7","931","47","Raspberry Frozen Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/raspberry-puree/","92","100","100","88","18.8","169.5","68.7","932","47","Raspberry Puree Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/raspberry/","92","100","100","94","18.9","169.5","68.7","935","47","Raspberry Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/red-cherry-filling/","92","100","100","94","18.8","169.5","68.7","931","47","Red Cherry Filling Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/red-currant-frozen/","92","100","100","88","18.8","169.5","68.7","931","47","Red Currant Frozen Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/red-fruit-croquant/","92","100","100","88","18.9","169.5","68.7","932","47","Red Fruit Croquant Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/red-velvet-cake-mix/","92","100","100","88","18.9","169.5","68.7","932","47","Red Velvet Cake Mix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/refined-glycerine/","92","100","100","88","18.9","169.5","68.7","932","47","Refined Glycerine Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/rhubarb-frozen/","92","100","100","88","18.8","169.5","68.7","932","47","Rhubarb Frozen Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/roggenfix/","92","100","100","88","18.9","169.5","68.7","932","47","Roggenfix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/rose-paste/","92","100","100","94","18.9","169.5","68.7","935","47","Rose Paste Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/ruby-chocolate-coated-cereals/","92","100","100","94","18.9","169.5","68.7","932","47","Ruby Chocolate Coated Cereals Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/ruby-chocolate/","92","100","93","94","18.9","169.5","68.7","935","47","Ruby Chocolate (47.3%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/saccharin/","92","100","100","88","18.9","169.5","68.7","928","47","Saccharin Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/saffron-cream/","92","100","100","88","18.8","169.5","68.7","932","47","Saffron Cream Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/saint-domingue/","92","100","100","88","18.8","169.5","68.7","932","47","Saint Domingue (70%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/salted-butter-caramel-conc/","92","100","93","94","18.9","169.5","68.7","935","47","Salted Butter Caramel Conc. Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/salted-caramel-flavored-cocoa-based-cereals/","92","88","100","94","18.9","169.5","68.7","931","47","Salted Caramel Flavored Cocoa Based Cereals Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/samosa-patti-250-g/","92","100","100","100","18.9","169.5","68.7","931","47","Samosa Patti 250 g Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/samosa-patti-500-g/","92","100","100","100","18.9","169.5","68.7","931","47","Samosa Patti 500 g Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sao-thome-single-origin/","92","100","100","88","18.9","169.5","68.7","932","47","Sao Thome Single Origin (70%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sapp/","92","100","100","88","19","169.5","68.7","929","47","SAPP (Sodium Acid Pyrophosphate) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/saucetec/","92","100","100","88","18.8","169.5","68.7","928","47","Saucetec Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/shredded-filo/","92","100","100","88","18.9","169.5","68.7","932","47","Shredded Filo (Kunafa) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sicilian-pistachio-quella/","92","100","100","94","18.9","169.5","68.7","935","47","Sicilian Pistachio Quella Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sima-cake-mix/","92","100","100","88","19","169.5","68.7","932","47","Sima Cake Mix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/skimmed-milk-powder/","92","100","100","88","18.9","169.5","68.7","932","47","Skimmed Milk Powder Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sms/","92","100","100","88","18.8","169.5","68.7","929","47","SMS Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-alginate-fg/","92","100","100","88","18.9","169.5","68.7","929","47","Sodium Alginate FG Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-benzoate/","92","100","100","88","18.9","169.5","68.7","929","47","Sodium Benzoate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-bicarbonate/","92","100","100","88","18.9","169.5","68.7","929","47","Sodium Bicarbonate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-citrate/","92","100","100","88","18.8","169.5","68.7","929","47","Sodium Citrate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-cmc-stabilizer-grade/","92","100","100","88","18.9","169.5","68.7","923","47","Sodium CMC Stabilizer Grade Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-cmc-thick-shake-grade/","92","100","100","88","18.9","169.5","68.7","923","47","Sodium CMC Thick Shake Grade Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-cmc/","92","100","100","88","18.9","169.5","68.7","932","47","Sodium CMC Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sodium-propionate/","92","100","100","88","19","169.5","68.7","932","47","Sodium Propionate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/softin/","92","100","100","94","18.9","169.5","68.7","935","47","Softin Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/softy-ice-cream-mix/","92","100","100","88","18.9","169.5","68.7","931","47","Softy Ice Cream Mix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sorbic-acid/","92","100","100","88","18.9","169.5","68.7","929","47","Sorbic Acid Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sorbitan-monostearate/","92","100","100","88","18.9","169.5","68.7","932","47","Sorbitan Monostearate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sorbitol-70-solution/","92","100","100","88","19","169.5","68.7","932","47","Sorbitol 70% Solution Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sour-cherry-frozen/","92","100","100","88","18.8","169.5","68.7","931","47","Sour Cherry Frozen Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/soya-lecithin/","92","100","100","88","18.8","169.5","68.7","929","47","Soya Lecithin Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/soya-protein/","92","100","100","88","18.8","169.5","68.7","929","47","Soya Protein Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/spring-roll-sheets-10x10/","92","100","100","88","18.9","169.5","68.7","932","47","Spring Roll Sheets 10x10 Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/spring-roll-sheets-6x6/","92","100","100","88","18.9","169.5","68.7","932","47","Spring Roll Sheets 6x6 Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/spring-roll-sheets-8x8/","92","100","100","88","18.9","169.5","68.7","932","47","Spring Roll Sheets 8x8 Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sticky-toffee/","92","100","100","88","18.8","169.5","68.7","932","47","Sticky Toffee Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-c/","92","100","93","94","18.9","169.5","68.7","934","47","Strawberry C. Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-crispy/","92","100","100","88","18.8","169.5","68.7","931","47","Strawberry Crispy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-filling/","92","100","100","94","18.8","169.5","68.7","931","47","Strawberry Filling Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-frozen/","92","100","100","88","18.8","169.5","68.7","931","47","Strawberry Frozen Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-l/","92","100","93","94","18.9","169.5","68.7","934","47","Strawberry L. Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/strawberry-puree/","92","100","100","88","18.8","169.5","68.7","931","47","Strawberry Puree Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sucralose/","92","100","100","88","18.9","169.5","68.7","928","47","Sucralose Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sucrose/","92","100","100","88","18.9","169.5","68.7","928","47","Sucrose Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sugar-paste-rolling-fondant/","92","100","100","88","19","169.5","68.7","932","47","Sugar Paste / Rolling Fondant Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sweet-mascarpone/","92","100","100","94","18.9","169.5","68.7","934","47","Sweet Mascarpone Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sweetpearl-p-200-maltitol/","92","100","100","88","19","169.5","68.7","929","47","SWEETPEARL® P 200 Maltitol Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/sweetpearla-p-200-maltitol/","94","100","100","88","18.9","169.5","68.7","928","47","SWEETPEARLÂ® P 200 Maltitol Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/t45-special-flour-for-baguette/","92","100","100","88","19","169.5","68.7","932","47","T45 Special Flour for Baguette Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/t55-strong-flour-for-ciabatta/","92","100","100","88","19","169.5","68.7","932","47","T55 Strong Flour for Ciabatta Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/tanzanie/","94","100","100","88","18.8","169.5","68.7","931","47","Tanzanie (75%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/tartaric-acid/","92","100","100","88","18.9","169.5","68.7","929","47","Tartaric Acid Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/thin-filo/","92","100","100","88","18.9","169.5","68.7","931","47","Thin Filo (Baklava) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/tiramisu-variegato/","92","100","100","94","18.9","169.5","68.7","935","47","Tiramisu Variegato Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/tiramisu-without-alcohol/","92","100","100","94","18.9","169.5","68.7","935","47","Tiramisu without Alcohol Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/tropical-filling/","92","100","100","94","18.8","169.5","68.7","931","47","Tropical Filling Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/uht-mascarpone/","92","100","100","88","19","169.5","68.7","932","47","UHT Mascarpone Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/ultragelmix/","92","100","100","94","18.9","169.5","68.7","935","47","Ultragelmix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/vanilla-madagaskar/","92","100","100","94","18.9","169.5","68.7","935","47","Vanilla Madagaskar Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-blond-brownie/","92","100","100","88","18.8","169.5","68.7","932","47","Variegato Blond Brownie Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-caramel-butterscotch/","92","100","100","88","18.9","169.5","68.7","932","47","Variegato Caramel Butterscotch Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-coffee-fudge/","92","100","100","88","18.8","169.5","68.7","932","47","Variegato Coffee Fudge Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-crispy-peanut/","92","100","100","88","18.8","169.5","68.7","932","47","Variegato Crispy Peanut Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-dubai-chocolate/","92","100","100","88","18.8","169.5","68.7","932","47","Variegato Dubai Chocolate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-milk-and-cream/","92","100","100","88","18.8","169.5","68.7","932","47","Variegato Milk &amp; Cream Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/variegato-speculoos-spekulatius/","92","100","100","94","19","169.5","68.7","935","47","Variegato Speculoos Spekulatius Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/velvet-blueberry/","92","100","100","88","18.8","169.5","68.7","931","47","Velvet Blueberry Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/venezuela/","92","100","100","88","18.8","169.5","68.7","931","47","Venezuela (72%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/vinegar/","92","100","100","88","18.9","169.5","68.7","931","47","Vinegar Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/vital-wheat-gluten/","92","100","100","88","18.9","169.5","68.7","932","47","Vital Wheat Gluten Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/vx2t-improver/","92","100","100","88","18.9","169.5","68.7","932","47","VX2T Improver Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/waffle-mix/","92","100","100","88","18.9","169.5","68.7","932","47","Waffle Mix Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/watermelon/","92","100","100","94","18.9","169.5","68.7","935","47","Watermelon Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whey-powder/","92","100","100","88","18.9","169.5","68.7","932","47","Whey Powder Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whey-protein/","92","100","100","88","18.9","169.5","68.7","932","47","Whey Protein Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whisky-concentrato/","92","100","100","94","18.9","169.5","68.7","935","47","Whisky Concentrato Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whisky-variegato/","92","100","100","94","18.9","169.5","68.7","934","47","Whisky Variegato Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-chips/","92","100","100","88","18.8","169.5","68.7","932","47","White Chips Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-chocolate-coated-cereals/","92","100","100","94","18.9","169.5","68.7","932","47","White Chocolate Coated Cereals Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-chocolate-malchoc-white-30-6/","92","88","93","88","18.9","169.5","68.7","931","47","White Chocolate (MALCHOC - White 30.6%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-chocolate/","92","100","100","88","18.8","169.5","68.7","932","47","White Chocolate Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-chocomass/","92","100","100","88","18.8","169.5","68.7","932","47","White Chocomass Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-couverture-w2/","92","100","93","94","18.9","169.5","68.7","934","47","White Couverture W2 (28.0%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/white-truffle-shells/","92","100","100","88","18.8","169.5","68.7","932","47","White Truffle Shells Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whole-freeze-dried-raspberries/","92","100","100","88","18.9","169.5","68.7","932","47","Whole Freeze-Dried Raspberries Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/whole-milk-powder/","92","100","100","88","19","169.5","68.7","929","47","Whole Milk Powder Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/wildberry/","92","100","100","94","18.9","169.5","68.7","935","47","Wildberry Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/xanthan-gum/","92","100","100","88","18.9","169.5","68.7","929","47","Xanthan Gum Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/yocrispy/","92","100","100","88","18.8","169.5","68.7","932","47","Yocrispy Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/yoghin/","92","100","100","94","18.9","169.5","68.7","935","47","Yoghin (Yoghurt) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/products/zephyr-caramel/","92","100","100","88","18.8","169.5","68.7","932","47","Zephyr Caramel (35%) Supplier in Chennai | Vikranth","CSS budget exceeded; No freshness signal"
"/site-map/","95","94","53","90","30.8","169.8","68.7","1654","45","Complete Sitemap | Food Ingredient Supplier in Chennai","CSS budget exceeded; No FAQ schema; No freshness signal"
"/terms/","96","100","63","88","13.8","169.9","68.7","770","45","Terms of Use | Vikranth Chemical Corporation","CSS budget exceeded; No FAQ schema"
